OBJECTID_1,FULLADDR,ADDRNUM,STREETNAME,STREETSUFF
53658,"949 MARINE ST, UNIT D9",949,MARINE,ST
53659,"949 MARINE ST, UNIT D10",949,MARINE,ST
53660,"949 MARINE ST, UNIT A5",949,MARINE,ST
53661,"949 MARINE ST, UNIT A6",949,MARINE,ST
53662,"949 MARINE ST, UNIT B5",949,MARINE,ST
53663,"949 MARINE ST, UNIT B6",949,MARINE,ST
53664,"949 MARINE ST, UNIT B7",949,MARINE,ST
53665,"949 MARINE ST, UNIT B8",949,MARINE,ST
53666,"949 MARINE ST, UNIT C5",949,MARINE,ST
53667,"949 MARINE ST, UNIT C6",949,MARINE,ST
53668,"932 ARAPAHOE AVE, UNIT A",932,ARAPAHOE,AVE
53669,"932 ARAPAHOE AVE, UNIT B",932,ARAPAHOE,AVE
53670,"938 ARAPAHOE AVE, UNIT 1",938,ARAPAHOE,AVE
53671,"938 ARAPAHOE AVE, UNIT 2",938,ARAPAHOE,AVE
53672,"938 ARAPAHOE AVE, UNIT 3",938,ARAPAHOE,AVE
53673,"938 ARAPAHOE AVE, UNIT 4",938,ARAPAHOE,AVE
53674,"938 ARAPAHOE AVE, UNIT 6",938,ARAPAHOE,AVE
53675,"938 ARAPAHOE AVE, UNIT 7",938,ARAPAHOE,AVE
53990,"743 MARINE ST, UNIT A",743,MARINE,ST
53991,"743 MARINE ST, UNIT B",743,MARINE,ST
53999,3716 WONDERLAND  HILL CIR,3716,WONDERLAND HILL,CIR
54022,1625 7TH ST,1625,7TH,ST
54120,"952 ARAPAHOE AVE, UNIT 1",952,ARAPAHOE,AVE
54121,"952 ARAPAHOE AVE, UNIT 2",952,ARAPAHOE,AVE
54122,"952 ARAPAHOE AVE, UNIT 3",952,ARAPAHOE,AVE
54123,"955 MARINE ST, UNIT 1",955,MARINE,ST
54124,"955 MARINE ST, UNIT 2",955,MARINE,ST
54125,"955 MARINE ST, UNIT 3",955,MARINE,ST
54126,"955 MARINE ST, UNIT 4",955,MARINE,ST
54127,"955 MARINE ST, UNIT 5",955,MARINE,ST
54128,"959 MARINE ST, UNIT A",959,MARINE,ST
54129,"959 MARINE ST, UNIT B",959,MARINE,ST
54130,"959 MARINE ST, UNIT C",959,MARINE,ST
54131,"959 MARINE ST, UNIT D",959,MARINE,ST
54132,"959 MARINE ST, UNIT E",959,MARINE,ST
54136,"963 MARINE ST, UNIT 1",1035,MARINE,ST
54137,"963 MARINE ST, UNIT 2",1035,MARINE,ST
54138,"963 MARINE ST, UNIT 3",1035,MARINE,ST
54139,"963 MARINE ST, UNIT 4",1035,MARINE,ST
54140,"963 MARINE ST, UNIT 5",1035,MARINE,ST
54141,"963 MARINE ST, UNIT 6",1035,MARINE,ST
54142,"963 MARINE ST, UNIT 7",1035,MARINE,ST
54143,"967 MARINE ST, UNIT A",967,MARINE,ST
54144,"967 MARINE ST, UNIT B",967,MARINE,ST
54145,"967 MARINE ST, UNIT C",967,MARINE,ST
54156,"1025 MARINE ST, UNIT A",1025,MARINE,ST
54157,"1025 MARINE ST, UNIT B",1025,MARINE,ST
54160,"1085 MARINE ST, UNIT 1",1085,MARINE,ST
54161,"1085 MARINE ST, UNIT 2",1085,MARINE,ST
54162,"1085 MARINE ST, UNIT 3",1085,MARINE,ST
54163,"1085 MARINE ST, UNIT 4",1085,MARINE,ST
54164,"1085 MARINE ST, UNIT 5",1085,MARINE,ST
54165,"1085 MARINE ST, UNIT 6",1085,MARINE,ST
54166,"1085 MARINE ST, UNIT 7",1085,MARINE,ST
54167,1005 1/2 MARINE ST,1005 1/2,MARINE,ST
54168,"1050 ARAPAHOE AVE, UNIT 202",1050,ARAPAHOE,AVE
54500,3860 26TH ST,3860,26TH,ST
54515,"1110 QUINCE AVE, UNIT B",1110,QUINCE,AVE
54516,"1110 QUINCE AVE, UNIT A",1110,QUINCE,AVE
54530,427 CANYON BLVD,427,CANYON,BLVD
54531,429 CANYON BLVD,429,CANYON,BLVD
54532,433 CANYON BLVD,433,CANYON,BLVD
54533,435 CANYON BLVD,435,CANYON,BLVD
54534,439 CANYON BLVD,439,CANYON,BLVD
54557,"925 GRANDVIEW AVE, UNIT 1",925,GRANDVIEW,AVE
54558,"925 GRANDVIEW AVE, UNIT 2",925,GRANDVIEW,AVE
54559,"925 GRANDVIEW AVE, UNIT 3",925,GRANDVIEW,AVE
54560,"935 GRANDVIEW AVE, UNIT 1",935,GRANDVIEW,AVE
54561,"935 GRANDVIEW AVE, UNIT 2",935,GRANDVIEW,AVE
54562,"955 GRANDVIEW AVE, UNIT A",955,GRANDVIEW,AVE
54563,"955 GRANDVIEW AVE, UNIT B",955,GRANDVIEW,AVE
54564,"955 GRANDVIEW AVE, UNIT C",955,GRANDVIEW,AVE
54565,"955 GRANDVIEW AVE, UNIT D",955,GRANDVIEW,AVE
54630,"1050 ARAPAHOE AVE, UNIT 203",1050,ARAPAHOE,AVE
54631,"1050 ARAPAHOE AVE, UNIT 204",1050,ARAPAHOE,AVE
54632,"1050 ARAPAHOE AVE, UNIT 205",1050,ARAPAHOE,AVE
54633,"1050 ARAPAHOE AVE, UNIT 206",1050,ARAPAHOE,AVE
54634,"1050 ARAPAHOE AVE, UNIT 207",1050,ARAPAHOE,AVE
54635,"1050 ARAPAHOE AVE, UNIT 208",1050,ARAPAHOE,AVE
54636,"1050 ARAPAHOE AVE, UNIT 301",1050,ARAPAHOE,AVE
54637,"1050 ARAPAHOE AVE, UNIT 302",1050,ARAPAHOE,AVE
54638,"1050 ARAPAHOE AVE, UNIT 303",1050,ARAPAHOE,AVE
54639,"1050 ARAPAHOE AVE, UNIT 304",1050,ARAPAHOE,AVE
54640,"1050 ARAPAHOE AVE, UNIT 305",1050,ARAPAHOE,AVE
54641,"1050 ARAPAHOE AVE, UNIT 306",1050,ARAPAHOE,AVE
54642,"1050 ARAPAHOE AVE, UNIT 307",1050,ARAPAHOE,AVE
54643,"1050 ARAPAHOE AVE, UNIT 308",1050,ARAPAHOE,AVE
54644,"1050 ARAPAHOE AVE, UNIT 401",1050,ARAPAHOE,AVE
54645,"1050 ARAPAHOE AVE, UNIT 402",1050,ARAPAHOE,AVE
54646,"1050 ARAPAHOE AVE, UNIT 403",1050,ARAPAHOE,AVE
54647,"1050 ARAPAHOE AVE, UNIT 404",1050,ARAPAHOE,AVE
54648,"1050 ARAPAHOE AVE, UNIT 405",1050,ARAPAHOE,AVE
54649,"1050 ARAPAHOE AVE, UNIT 406",1050,ARAPAHOE,AVE
54650,"1050 ARAPAHOE AVE, UNIT 407",1050,ARAPAHOE,AVE
54651,"1050 ARAPAHOE AVE, UNIT 408",1050,ARAPAHOE,AVE
54652,"1050 ARAPAHOE AVE, UNIT 501",1050,ARAPAHOE,AVE
54653,"1050 ARAPAHOE AVE, UNIT 502",1050,ARAPAHOE,AVE
54654,"1050 ARAPAHOE AVE, UNIT 503",1050,ARAPAHOE,AVE
54655,"1050 ARAPAHOE AVE, UNIT 504",1050,ARAPAHOE,AVE
54656,"1050 ARAPAHOE AVE, UNIT 505",1050,ARAPAHOE,AVE
54657,"1050 ARAPAHOE AVE, UNIT 506",1050,ARAPAHOE,AVE
54658,"1050 ARAPAHOE AVE, UNIT 507",1050,ARAPAHOE,AVE
54659,"1050 ARAPAHOE AVE, UNIT 508",1050,ARAPAHOE,AVE
54660,"1050 ARAPAHOE AVE, UNIT 601",1050,ARAPAHOE,AVE
54661,"1050 ARAPAHOE AVE, UNIT 602",1050,ARAPAHOE,AVE
54662,"1050 ARAPAHOE AVE, UNIT 603",1050,ARAPAHOE,AVE
54663,"1050 ARAPAHOE AVE, UNIT 604",1050,ARAPAHOE,AVE
54664,"1050 ARAPAHOE AVE, UNIT 605",1050,ARAPAHOE,AVE
54665,"1050 ARAPAHOE AVE, UNIT 606",1050,ARAPAHOE,AVE
54666,"1050 ARAPAHOE AVE, UNIT 607",1050,ARAPAHOE,AVE
54667,"1050 ARAPAHOE AVE, UNIT 608",1050,ARAPAHOE,AVE
54668,"1050 ARAPAHOE AVE, UNIT 701",1050,ARAPAHOE,AVE
54669,"1050 ARAPAHOE AVE, UNIT 702",1050,ARAPAHOE,AVE
54670,"1050 ARAPAHOE AVE, UNIT 703",1050,ARAPAHOE,AVE
54671,"1050 ARAPAHOE AVE, UNIT 704",1050,ARAPAHOE,AVE
54990,5315 CENTENNIAL TRL,5315,CENTENNIAL,TRL
54991,5325 CENTENNIAL TRL,5325,CENTENNIAL,TRL
54992,5345 CENTENNIAL TRL,5345,CENTENNIAL,TRL
54993,5425 CENTENNIAL TRL,5425,CENTENNIAL,TRL
54994,800 CHERRY AVE,800,CHERRY,AVE
55000,"5775 FLATIRON PKWY, UNIT B",5775,FLATIRON,PKWY
55001,"5775 FLATIRON PKWY, UNIT C",5775,FLATIRON,PKWY
55103,"1050 ARAPAHOE AVE, UNIT 705",1050,ARAPAHOE,AVE
55104,"1050 ARAPAHOE AVE, UNIT 706",1050,ARAPAHOE,AVE
55105,"1050 ARAPAHOE AVE, UNIT 707",1050,ARAPAHOE,AVE
55106,"1050 ARAPAHOE AVE, UNIT 708",1050,ARAPAHOE,AVE
55107,"1050 ARAPAHOE AVE, UNIT 801",1050,ARAPAHOE,AVE
55108,"1050 ARAPAHOE AVE, UNIT 802",1050,ARAPAHOE,AVE
55109,"1050 ARAPAHOE AVE, UNIT 803",1050,ARAPAHOE,AVE
55110,"1050 ARAPAHOE AVE, UNIT 804",1050,ARAPAHOE,AVE
55111,"1050 ARAPAHOE AVE, UNIT 805",1050,ARAPAHOE,AVE
55112,"1050 ARAPAHOE AVE, UNIT 806",1050,ARAPAHOE,AVE
55113,"1050 ARAPAHOE AVE, UNIT 807",1050,ARAPAHOE,AVE
55114,"1050 ARAPAHOE AVE, UNIT 808",1050,ARAPAHOE,AVE
55115,"1050 ARAPAHOE AVE, UNIT 901",1050,ARAPAHOE,AVE
55116,"1050 ARAPAHOE AVE, UNIT 902",1050,ARAPAHOE,AVE
55117,"1050 ARAPAHOE AVE, UNIT 903",1050,ARAPAHOE,AVE
55118,"1050 ARAPAHOE AVE, UNIT 904",1050,ARAPAHOE,AVE
55119,"1050 ARAPAHOE AVE, UNIT 905",1050,ARAPAHOE,AVE
55120,"1050 ARAPAHOE AVE, UNIT 906",1050,ARAPAHOE,AVE
55121,"1050 ARAPAHOE AVE, UNIT 907",1050,ARAPAHOE,AVE
55122,"1050 ARAPAHOE AVE, UNIT 908",1050,ARAPAHOE,AVE
55123,"1050 ARAPAHOE AVE, UNIT 1001",1050,ARAPAHOE,AVE
55124,"1050 ARAPAHOE AVE, UNIT 1002",1050,ARAPAHOE,AVE
55125,"1050 ARAPAHOE AVE, UNIT 1003",1050,ARAPAHOE,AVE
55126,"1050 ARAPAHOE AVE, UNIT 1004",1050,ARAPAHOE,AVE
55127,"1050 ARAPAHOE AVE, UNIT 1005",1050,ARAPAHOE,AVE
55128,"1050 ARAPAHOE AVE, UNIT 1006",1050,ARAPAHOE,AVE
55129,"1050 ARAPAHOE AVE, UNIT 1007",1050,ARAPAHOE,AVE
55130,"1050 ARAPAHOE AVE, UNIT 1008",1050,ARAPAHOE,AVE
55131,"1050 ARAPAHOE AVE, UNIT 1101",1050,ARAPAHOE,AVE
55132,"1050 ARAPAHOE AVE, UNIT 1102",1050,ARAPAHOE,AVE
55133,"1050 ARAPAHOE AVE, UNIT 1103",1050,ARAPAHOE,AVE
55134,"1050 ARAPAHOE AVE, UNIT 1104",1050,ARAPAHOE,AVE
55135,"1050 ARAPAHOE AVE, UNIT 1105",1050,ARAPAHOE,AVE
55136,"1050 ARAPAHOE AVE, UNIT 1106",1050,ARAPAHOE,AVE
55137,"1050 ARAPAHOE AVE, UNIT 1107",1050,ARAPAHOE,AVE
55138,"1050 ARAPAHOE AVE, UNIT 1108",1050,ARAPAHOE,AVE
55139,"1050 ARAPAHOE AVE, UNIT 201",1050,ARAPAHOE,AVE
55140,"951 ARAPAHOE AVE, UNIT 1",951,ARAPAHOE,AVE
55141,"951 ARAPAHOE AVE, UNIT 2",951,ARAPAHOE,AVE
55142,"951 ARAPAHOE AVE, UNIT 3",951,ARAPAHOE,AVE
55143,"951 ARAPAHOE AVE, UNIT 4",951,ARAPAHOE,AVE
55144,"951 ARAPAHOE AVE, UNIT 5",951,ARAPAHOE,AVE
55145,"951 ARAPAHOE AVE, UNIT 6",951,ARAPAHOE,AVE
55495,"1179 CHERRYVALE RD, UNIT A",1179,CHERRYVALE,RD
55496,"1179 CHERRYVALE RD, UNIT B",1179,CHERRYVALE,RD
55590,"951 ARAPAHOE AVE, UNIT 7",951,ARAPAHOE,AVE
55591,"951 ARAPAHOE AVE, UNIT 8",951,ARAPAHOE,AVE
55592,"953 ARAPAHOE AVE, UNIT 1",953,ARAPAHOE,AVE
55593,"953 ARAPAHOE AVE, UNIT 2",953,ARAPAHOE,AVE
55594,"953 ARAPAHOE AVE, UNIT 3",953,ARAPAHOE,AVE
55595,"953 ARAPAHOE AVE, UNIT 4",953,ARAPAHOE,AVE
55596,"953 ARAPAHOE AVE, UNIT 5",953,ARAPAHOE,AVE
55597,"953 ARAPAHOE AVE, UNIT 6",953,ARAPAHOE,AVE
55598,"909 ARAPAHOE AVE, UNIT 100",909,ARAPAHOE,AVE
55599,"909 ARAPAHOE AVE, UNIT 121",909,ARAPAHOE,AVE
55600,"1655 9TH ST, UNIT 1",1655,9TH,ST
55601,"1655 9TH ST, UNIT 2",1655,9TH,ST
55602,"1655 9TH ST, UNIT 3",1655,9TH,ST
55603,"1655 9TH ST, UNIT 4",1655,9TH,ST
55604,"1655 9TH ST, UNIT A",1655,9TH,ST
55605,"1655 9TH ST, UNIT B",1655,9TH,ST
55632,"333 CANYON BLVD, UNIT A",333,CANYON,BLVD
55633,"333 CANYON BLVD, UNIT B",333,CANYON,BLVD
55634,"335 CANYON BLVD, UNIT B",335,CANYON,BLVD
55635,"335 CANYON BLVD, UNIT A",335,CANYON,BLVD
55636,"320 PEARL ST, UNIT 1",320,PEARL,ST
55637,"326 PEARL ST, UNIT 1",326,PEARL,ST
55970,3658 PINEDALE ST,3658,PINEDALE,ST
55996,"5047 VALMONT RD, UNIT A",5047,VALMONT,RD
55997,"5047 VALMONT RD, UNIT B",5047,VALMONT,RD
56092,"326 PEARL ST, UNIT 2",326,PEARL,ST
56093,"326 PEARL ST, UNIT 3",326,PEARL,ST
56094,"326 PEARL ST, UNIT 4",326,PEARL,ST
56095,"330 PEARL ST, UNIT A",330,PEARL,ST
56096,"330 PEARL ST, UNIT B",330,PEARL,ST
56097,"330 PEARL ST, UNIT C",330,PEARL,ST
56098,406 1/2 PEARL ST,406 1/2,PEARL,ST
56099,"401 PEARL ST, UNIT A",401,PEARL,ST
56100,"401 PEARL ST, UNIT B",401,PEARL,ST
56101,"438 PEARL ST, UNIT 1",438,PEARL,ST
56102,"438 PEARL ST, UNIT 2",438,PEARL,ST
56103,"438 PEARL ST, UNIT 3",438,PEARL,ST
56104,"438 PEARL ST, UNIT 4",438,PEARL,ST
56105,"315 CANYON BLVD, UNIT 1",315,CANYON,BLVD
56106,"315 CANYON BLVD, UNIT 2",315,CANYON,BLVD
56107,"315 CANYON BLVD, UNIT 3",315,CANYON,BLVD
56108,"315 CANYON BLVD, UNIT 4",315,CANYON,BLVD
56123,"700 WALNUT ST, UNIT 104",700,WALNUT,ST
56124,"700 WALNUT ST, UNIT 105",700,WALNUT,ST
56125,"508 PEARL ST, UNIT 1",508,PEARL,ST
56126,"508 PEARL ST, UNIT 2",508,PEARL,ST
56127,"508 PEARL ST, UNIT 3",508,PEARL,ST
56128,"508 PEARL ST, UNIT 4",508,PEARL,ST
56129,"410 SPRUCE ST, UNIT A",410,SPRUCE,ST
56130,"410 SPRUCE ST, UNIT B",410,SPRUCE,ST
56131,528 1/2 PEARL ST,528 1/2,PEARL,ST
56132,"1945 6TH ST, UNIT A",1945,6TH,ST
56133,"1945 6TH ST, UNIT B",1945,6TH,ST
56134,"1945 6TH ST, UNIT C",1945,6TH,ST
56135,"1945 6TH ST, UNIT D",1945,6TH,ST
56136,"700 WALNUT ST, UNIT 100",700,WALNUT,ST
56137,"700 WALNUT ST, UNIT 101",700,WALNUT,ST
56138,"700 WALNUT ST, UNIT 102",700,WALNUT,ST
56139,"700 WALNUT ST, UNIT 103",700,WALNUT,ST
56140,"700 WALNUT ST, UNIT 106",700,WALNUT,ST
56562,"700 WALNUT ST, UNIT 107",700,WALNUT,ST
56563,"700 WALNUT ST, UNIT 108",700,WALNUT,ST
56564,"700 WALNUT ST, UNIT 109",700,WALNUT,ST
56565,"700 WALNUT ST, UNIT 110",700,WALNUT,ST
56566,"700 WALNUT ST, UNIT 111",700,WALNUT,ST
56567,"700 WALNUT ST, UNIT 112",700,WALNUT,ST
56568,"700 WALNUT ST, UNIT 113",700,WALNUT,ST
56569,"700 WALNUT ST, UNIT 114",700,WALNUT,ST
56570,"700 WALNUT ST, UNIT 115",700,WALNUT,ST
56571,"700 WALNUT ST, UNIT 116",700,WALNUT,ST
56572,"700 WALNUT ST, UNIT 117",700,WALNUT,ST
56573,"700 WALNUT ST, UNIT 118",700,WALNUT,ST
56574,"700 WALNUT ST, UNIT 119",700,WALNUT,ST
56575,"700 WALNUT ST, UNIT 120",700,WALNUT,ST
56576,"700 WALNUT ST, UNIT 121",700,WALNUT,ST
56577,"700 WALNUT ST, UNIT 122",700,WALNUT,ST
56578,"700 WALNUT ST, UNIT 123",700,WALNUT,ST
56579,"700 WALNUT ST, UNIT 200",700,WALNUT,ST
56580,"700 WALNUT ST, UNIT 201",700,WALNUT,ST
56581,"700 WALNUT ST, UNIT 202",700,WALNUT,ST
56582,"700 WALNUT ST, UNIT 203",700,WALNUT,ST
56583,"700 WALNUT ST, UNIT 204",700,WALNUT,ST
56584,"700 WALNUT ST, UNIT 205",700,WALNUT,ST
56585,"700 WALNUT ST, UNIT 206",700,WALNUT,ST
56586,"700 WALNUT ST, UNIT 207",700,WALNUT,ST
56587,"700 WALNUT ST, UNIT 208",700,WALNUT,ST
56588,"700 WALNUT ST, UNIT 209",700,WALNUT,ST
56589,"700 WALNUT ST, UNIT 210",700,WALNUT,ST
56590,"700 WALNUT ST, UNIT 211",700,WALNUT,ST
56591,"700 WALNUT ST, UNIT 212",700,WALNUT,ST
56592,"700 WALNUT ST, UNIT 213",700,WALNUT,ST
56593,"700 WALNUT ST, UNIT 214",700,WALNUT,ST
56594,"700 WALNUT ST, UNIT 215",700,WALNUT,ST
56595,"700 WALNUT ST, UNIT 216",700,WALNUT,ST
56596,"700 WALNUT ST, UNIT 217",700,WALNUT,ST
56597,"700 WALNUT ST, UNIT 218",700,WALNUT,ST
56598,"700 WALNUT ST, UNIT 219",700,WALNUT,ST
56599,"700 WALNUT ST, UNIT 220",700,WALNUT,ST
56600,"700 WALNUT ST, UNIT 221",700,WALNUT,ST
56601,"700 WALNUT ST, UNIT 222",700,WALNUT,ST
56602,"700 WALNUT ST, UNIT 223",700,WALNUT,ST
56603,"700 WALNUT ST, UNIT 300",700,WALNUT,ST
56604,"700 WALNUT ST, UNIT 301",700,WALNUT,ST
56605,"700 WALNUT ST, UNIT 302",700,WALNUT,ST
56950,2125 TAMARACK AVE,2125,TAMARACK,AVE
57028,"700 WALNUT ST, UNIT 303",700,WALNUT,ST
57029,"700 WALNUT ST, UNIT 304",700,WALNUT,ST
57030,"700 WALNUT ST, UNIT 305",700,WALNUT,ST
57031,"700 WALNUT ST, UNIT 306",700,WALNUT,ST
57032,"700 WALNUT ST, UNIT 307",700,WALNUT,ST
57033,"700 WALNUT ST, UNIT 308",700,WALNUT,ST
57034,"700 WALNUT ST, UNIT 309",700,WALNUT,ST
57035,"700 WALNUT ST, UNIT 310",700,WALNUT,ST
57036,"700 WALNUT ST, UNIT 311",700,WALNUT,ST
57037,"700 WALNUT ST, UNIT 312",700,WALNUT,ST
57038,"700 WALNUT ST, UNIT 313",700,WALNUT,ST
57039,"700 WALNUT ST, UNIT 314",700,WALNUT,ST
57040,"700 WALNUT ST, UNIT 315",700,WALNUT,ST
57041,"700 WALNUT ST, UNIT 316",700,WALNUT,ST
57042,"700 WALNUT ST, UNIT 317",700,WALNUT,ST
57043,"700 WALNUT ST, UNIT 318",700,WALNUT,ST
57044,"700 WALNUT ST, UNIT 319",700,WALNUT,ST
57045,"700 WALNUT ST, UNIT 320",700,WALNUT,ST
57046,"700 WALNUT ST, UNIT 321",700,WALNUT,ST
57047,"700 WALNUT ST, UNIT 323",700,WALNUT,ST
57048,"700 WALNUT ST, UNIT 401",700,WALNUT,ST
57049,"700 WALNUT ST, UNIT 403",700,WALNUT,ST
57050,"700 WALNUT ST, UNIT 405",700,WALNUT,ST
57051,"700 WALNUT ST, UNIT 406",700,WALNUT,ST
57052,"700 WALNUT ST, UNIT 407",700,WALNUT,ST
57053,"700 WALNUT ST, UNIT 408",700,WALNUT,ST
57054,"700 WALNUT ST, UNIT 409",700,WALNUT,ST
57055,"700 WALNUT ST, UNIT 410",700,WALNUT,ST
57056,"700 WALNUT ST, UNIT 411",700,WALNUT,ST
57057,"700 WALNUT ST, UNIT 412",700,WALNUT,ST
57058,"700 WALNUT ST, UNIT 413",700,WALNUT,ST
57059,"700 WALNUT ST, UNIT 414",700,WALNUT,ST
57060,"700 WALNUT ST, UNIT 415",700,WALNUT,ST
57061,"700 WALNUT ST, UNIT 419",700,WALNUT,ST
57062,"856 WALNUT ST, UNIT F",856,WALNUT,ST
57063,"645 PEARL ST, UNIT 1",645,PEARL,ST
57064,"645 PEARL ST, UNIT 2",645,PEARL,ST
57065,"645 PEARL ST, UNIT 3",645,PEARL,ST
57066,"645 PEARL ST, UNIT 4",645,PEARL,ST
57067,"645 PEARL ST, UNIT 5",645,PEARL,ST
57068,"645 PEARL ST, UNIT 6",645,PEARL,ST
57069,"721 PEARL ST, UNIT 1",721,PEARL,ST
57070,"721 PEARL ST, UNIT 2",721,PEARL,ST
57071,"721 PEARL ST, UNIT 3",721,PEARL,ST
57072,"704 SPRUCE ST, UNIT A",704,SPRUCE,ST
57298,"3045 KINGS RIDGE BLVD, UNIT 1",3045,KINGS RIDGE,BLVD
57299,"3045 KINGS RIDGE BLVD, UNIT 2",3045,KINGS RIDGE,BLVD
57300,"3045 KINGS RIDGE BLVD, UNIT 3",3045,KINGS RIDGE,BLVD
57301,"3045 KINGS RIDGE BLVD, UNIT 4",3045,KINGS RIDGE,BLVD
57302,"3033 KINGS RIDGE BLVD, UNIT 4",3033,KINGS RIDGE,BLVD
57303,"3033 KINGS RIDGE BLVD, UNIT 3",3033,KINGS RIDGE,BLVD
57304,"3033 KINGS RIDGE BLVD, UNIT 2",3033,KINGS RIDGE,BLVD
57354,"640 ARAPAHOE AVE, UNIT 1",640,ARAPAHOE,AVE
57355,"640 ARAPAHOE AVE, UNIT 2",640,ARAPAHOE,AVE
57356,"640 ARAPAHOE AVE, UNIT 3",640,ARAPAHOE,AVE
57357,"640 ARAPAHOE AVE, UNIT 4",640,ARAPAHOE,AVE
57358,"640 ARAPAHOE AVE, UNIT 5",640,ARAPAHOE,AVE
57359,"640 ARAPAHOE AVE, UNIT 6",640,ARAPAHOE,AVE
57360,"640 ARAPAHOE AVE, UNIT 7",640,ARAPAHOE,AVE
57488,"704 SPRUCE ST, UNIT B",704,SPRUCE,ST
57489,"704 SPRUCE ST, UNIT C",704,SPRUCE,ST
57721,"3033 KINGS RIDGE BLVD, UNIT 1",3033,KINGS RIDGE,BLVD
57722,"3021 KINGS RIDGE BLVD, UNIT 1",3021,KINGS RIDGE,BLVD
57723,"3021 KINGS RIDGE BLVD, UNIT 2",3021,KINGS RIDGE,BLVD
57724,"3021 KINGS RIDGE BLVD, UNIT 3",3021,KINGS RIDGE,BLVD
57725,"3021 KINGS RIDGE BLVD, UNIT 4",3021,KINGS RIDGE,BLVD
58561,737 WALNUT ST,737,WALNUT,ST
58716,"3100 34TH ST, UNIT J96",3100,34TH,ST
58717,"3100 34TH ST, UNIT J97",3100,34TH,ST
58718,"3100 34TH ST, UNIT J95",3100,34TH,ST
58719,"3100 34TH ST, UNIT J98",3100,34TH,ST
58720,"3100 34TH ST, UNIT J99",3100,34TH,ST
58721,"3100 34TH ST, UNIT J100",3100,34TH,ST
58722,"3100 34TH ST, UNIT J101",3100,34TH,ST
58723,"3100 34TH ST, UNIT J102",3100,34TH,ST
58724,"3100 34TH ST, UNIT H87",3100,34TH,ST
58725,"3100 34TH ST, UNIT H88",3100,34TH,ST
58726,"3100 34TH ST, UNIT H89",3100,34TH,ST
58727,"3100 34TH ST, UNIT H90",3100,34TH,ST
58728,"3100 34TH ST, UNIT H91",3100,34TH,ST
58729,"3100 34TH ST, UNIT H92",3100,34TH,ST
58730,"3100 34TH ST, UNIT H93",3100,34TH,ST
58731,"3100 34TH ST, UNIT H94",3100,34TH,ST
58732,"3100 34TH ST, UNIT G79",3100,34TH,ST
58733,"3100 34TH ST, UNIT G80",3100,34TH,ST
58734,"3100 34TH ST, UNIT G81",3100,34TH,ST
58735,"3100 34TH ST, UNIT G82",3100,34TH,ST
58736,"3100 34TH ST, UNIT G83",3100,34TH,ST
58737,"3100 34TH ST, UNIT G84",3100,34TH,ST
58738,"3100 34TH ST, UNIT G85",3100,34TH,ST
58739,"3100 34TH ST, UNIT G86",3100,34TH,ST
58754,"3100 34TH ST, UNIT F71",3100,34TH,ST
58755,"3100 34TH ST, UNIT F72",3100,34TH,ST
58895,1065 FAIRWAY CT,1065,FAIRWAY,CT
58897,1025 MARINE ST,1025,MARINE,ST
58902,611 UNIVERSITY AVE,611,UNIVERSITY,AVE
58903,715 MARINE ST,715,MARINE,ST
58908,3657 PASEO DEL PRADO,3657,PASEO DEL PRADO, 
58921,935 GRANDVIEW AVE,935,GRANDVIEW,AVE
58926,3653 PASEO DEL PRADO,3653,PASEO DEL PRADO, 
58935,5013 VALMONT RD,5013,VALMONT,RD
58938,401 PEARL ST,401,PEARL,ST
58944,952 ARAPAHOE AVE,952,ARAPAHOE,AVE
58945,803 MARINE ST,803,MARINE,ST
58946,532 ARAPAHOE AVE,532,ARAPAHOE,AVE
58957,1537 9TH ST,1537,9TH,ST
58960,1621 9TH ST,1621,9TH,ST
58964,949 MARINE ST,949,MARINE,ST
58965,"856 WALNUT ST, UNIT 6",856,WALNUT,ST
58973,1725 7TH ST,1725,7TH,ST
58975,648 UNIVERSITY AVE,648,UNIVERSITY,AVE
58977,902 MARINE ST,902,MARINE,ST
58988,811 MARINE ST,811,MARINE,ST
59001,5031 VALMONT RD,5031,VALMONT,RD
59003,3683 PASEO DEL PRADO,3683,PASEO DEL PRADO, 
59008,3100 34TH ST,3100,34TH,ST
59015,645 PEARL ST,645,PEARL,ST
59032,508 PEARL ST,508,PEARL,ST
59033,3045 KINGS RIDGE BLVD,3045,KINGS RIDGE,BLVD
59042,315 CANYON BLVD,315,CANYON,BLVD
59047,723 MARINE ST,723,MARINE,ST
59050,5652 PENNSYLVANIA PL,5652,PENNSYLVANIA,PL
59051,953 ARAPAHOE AVE,953,ARAPAHOE,AVE
59054,3685 PASEO DEL PRADO,3685,PASEO DEL PRADO, 
59060,812 ARAPAHOE AVE,812,ARAPAHOE,AVE
59065,616 MARINE ST,616,MARINE,ST
59067,640 ARAPAHOE AVE,640,ARAPAHOE,AVE
59075,"1517 48TH ST, UNIT 9",1517,48TH,ST
59083,1085 FAIRWAY CT,1085,FAIRWAY,CT
59097,1204 UPLAND AVE,1204,UPLAND,AVE
59103,3665 PASEO DEL PRADO,3665,PASEO DEL PRADO, 
59107,5550 PENNSYLVANIA AVE,5550,PENNSYLVANIA,AVE
59121,330 PEARL ST,330,PEARL,ST
59133,3021 KINGS RIDGE BLVD,3021,KINGS RIDGE,BLVD
